h3_cell,lon,lat,resolution,avg_hex_area_km2,source_wind_lon,source_wind_lat,u10,v10,speed,source_chla_lon,source_chla_lat,chlor_a
831d26fffffffff,-136.95497523256074,57.61245899806399,3,12393.43465508816,-137.0,57.5,,,,-137.0,57.5,
831d28fffffffff,-135.33826631125334,54.11600214029373,3,12393.43465508816,-135.0,54.5,0.65828955,1.3257583,2.5099077,-135.0,54.5,0.48697
831d29fffffffff,-134.59851017236966,53.2099010180414,3,12393.43465508816,-135.0,53.5,1.0946987,1.3666846,2.6189663,-135.0,53.5,0.4367967
831d2afffffffff,-136.90224048042293,54.263706016197006,3,12393.43465508816,-137.0,54.5,0.76156723,1.4429866,2.5475643,-137.0,54.5,0.42296964
831d2bfffffffff,-136.1290698524677,53.37326522199034,3,12393.43465508816,-136.0,53.5,1.1671126,1.4185396,2.6806202,-136.0,53.5,0.3779505
831d2cfffffffff,-134.50423287519703,54.8661069904954,3,12393.43465508816,-135.0,54.5,0.65828955,1.3257583,2.5099077,-135.0,54.5,0.48697
831d2dfffffffff,-133.7647410726471,53.94570975179812,3,12393.43465508816,-134.0,53.5,0.9705126,1.275415,2.5464919,-134.0,53.5,0.51077884
831d2efffffffff,-136.11372207331758,55.02046153339839,3,12393.43465508816,-136.0,55.5,0.18562122,1.3500811,2.4520082,-136.0,55.5,0.5596299
831d30fffffffff,-140.38469284831217,57.79092969523802,3,12393.43465508816,-140.0,57.5,-0.527599,1.4679784,2.4460905,-140.0,57.5,0.7100107
831d31fffffffff,-139.45066765312782,56.9163767342698,3,12393.43465508816,-139.0,56.5,-0.13706769,1.3891613,2.4556203,-139.0,56.5,0.5844878
831d32fffffffff,-142.20599109741764,57.57604341335564,3,12393.43465508816,-142.0,57.5,-0.4513213,1.484458,2.463731,-142.0,57.5,0.7731098
831d33fffffffff,-141.12802845110764,56.93418386730295,3,12393.43465508816,-141.0,56.5,-0.09187435,1.4687219,2.5088766,-141.0,56.5,0.4125813
831d34fffffffff,-139.62206386656675,58.60160394537093,3,12393.43465508816,-140.0,58.5,-0.8797826,1.1999805,2.311501,-140.0,58.5,0.8880142
831d35fffffffff,-138.67859172192925,57.713960698352096,3,12393.43465508816,-139.0,57.5,-0.59764576,1.3925564,2.4728434,-139.0,57.5,0.77649117
831d36fffffffff,-141.47522059552884,58.45074926327933,3,12393.43465508816,-141.0,58.5,-0.91737604,1.3312473,2.3457737,-141.0,58.5,0.721389
831d40fffffffff,-134.73992581538567,49.116990110344624,3,12393.43465508816,-135.0,49.5,2.690205,1.0460634,3.431005,-135.0,49.5,0.34016788
831d41fffffffff,-134.53882660700177,48.21594593184117,3,12393.43465508816,-135.0,48.5,2.9297013,0.8938069,3.5593112,-135.0,48.5,0.29766226
831d42fffffffff,-136.0317889248421,49.307225426830485,3,12393.43465508816,-136.0,49.5,2.7671907,1.0930117,3.4746966,-136.0,49.5,0.32923055
831d43fffffffff,-135.81822991295272,48.417630351903696,3,12393.43465508816,-136.0,48.5,3.0098426,0.9741851,3.618161,-136.0,48.5,0.31423262
831d44fffffffff,-133.62861011538482,49.807481258965744,3,12393.43465508816,-134.0,49.5,2.626215,0.9415605,3.384963,-134.0,49.5,0.3324922
831d48fffffffff,-135.40409381555335,46.59824182692901,3,12393.43465508816,-135.0,46.5,3.382563,0.5378474,3.8662312,-135.0,46.5,0.3381399
831d49fffffffff,-135.20326670813708,45.66885676481752,3,12393.43465508816,-135.0,45.5,3.4562302,0.3567205,3.9165335,-135.0,45.5,0.337274
831d4afffffffff,-136.64766679584503,46.805710684584575,3,12393.43465508816,-137.0,46.5,3.5177026,0.8035408,3.9461129,-137.0,46.5,0.32258233
831d4bfffffffff,-136.43539145609228,45.88800140581912,3,12393.43465508816,-136.0,45.5,3.5246177,0.53369653,3.9450643,-136.0,45.5,0.32603225
831d4cfffffffff,-134.34189269405508,47.30136712478377,3,12393.43465508816,-134.0,47.5,3.086329,0.5680064,3.6605515,-134.0,47.5,0.3061609
831d4dfffffffff,-134.14900050354518,46.37345625184967,3,12393.43465508816,-134.0,46.5,3.2780557,0.36659586,3.7987735,-134.0,46.5,0.2972187
831d4efffffffff,-135.60904065999176,47.51457313242136,3,12393.43465508816,-136.0,47.5,3.2245896,0.83623976,3.7434552,-136.0,47.5,0.31587455
831d50fffffffff,-137.54103918477566,50.34465168901691,3,12393.43465508816,-138.0,50.5,2.6085553,1.3271337,3.4320884,-138.0,50.5,0.3166379
831d51fffffffff,-137.3107948755161,49.4800502943705,3,12393.43465508816,-137.0,49.5,2.849049,1.1530694,3.5446038,-137.0,49.5,0.313664
831d52fffffffff,-138.91641698131048,50.48700125304668,3,12393.43465508816,-139.0,50.5,2.6582508,1.3846633,3.492599,-139.0,50.5,0.30134904
831d53fffffffff,-138.5758800208771,49.63602360889305,3,12393.43465508816,-139.0,49.5,2.975324,1.3354478,3.708899,-139.0,49.5,0.30488238
831d54fffffffff,-136.85909545568774,51.04823596796896,3,12393.43465508816,-137.0,51.5,2.1823568,1.3398836,3.1652262,-137.0,51.5,0.30268663
831d55fffffffff,-136.2498499365642,50.183201386308646,3,12393.43465508816,-136.0,50.5,2.4764562,1.189213,3.3045554,-136.0,50.5,0.3318642
831d56fffffffff,-138.2708821731539,51.19495693503414,3,12393.43465508816,-138.0,51.5,2.241497,1.3848248,3.1985035,-138.0,51.5,0.2947345
831d58fffffffff,-138.1064760303313,47.88942669985268,3,12393.43465508816,-138.0,47.5,3.4096215,1.0176392,3.920867,-138.0,47.5,0.28100392
831d59fffffffff,-137.87872272122854,46.99635909932976,3,12393.43465508816,-138.0,46.5,3.5671425,0.90931994,4.013787,-138.0,46.5,0.3087774
831d5afffffffff,-139.33479571217842,48.05213257560916,3,12393.43465508816,-139.0,48.5,3.247134,1.224799,3.8854523,-139.0,48.5,0.327073
831d5bfffffffff,-139.09633098508283,47.17070705842162,3,12393.43465508816,-139.0,47.5,3.458168,1.1204942,4.010661,-139.0,47.5,0.28618824
831d5cfffffffff,-137.0852406156243,48.60192502641432,3,12393.43465508816,-137.0,48.5,3.1018653,1.0513419,3.6963153,-137.0,48.5,0.32631904
831d5dfffffffff,-136.86424132845545,47.71042036833005,3,12393.43465508816,-137.0,47.5,3.3269854,0.9264438,3.8296902,-137.0,47.5,0.29703024
831d5efffffffff,-138.3388177327386,48.7693686880782,3,12393.43465508816,-138.0,48.5,3.181972,1.1376678,3.7915394,-138.0,48.5,0.31329787
831d60fffffffff,-131.13212033775986,50.2648598439229,3,12393.43465508816,-131.0,50.5,2.119701,0.8267609,3.194214,-131.0,50.5,0.63032424
831d61fffffffff,-130.96367849801433,49.35778634917362,3,12393.43465508816,-131.0,49.5,2.3703706,0.49436855,3.2654397,-131.0,49.5,0.3961593
831d62fffffffff,-132.57239640242324,50.49092368018946,3,12393.43465508816,-133.0,50.5,2.313899,0.9596261,3.261609,-133.0,50.5,0.35582018
831d63fffffffff,-132.30096162954356,49.592131061520384,3,12393.43465508816,-132.0,49.5,2.4690883,0.6477279,3.3140996,-132.0,49.5,0.33994016
831d64fffffffff,-130.2698576145013,50.94866974333869,3,12393.43465508816,-130.0,50.5,1.8377267,0.7979898,3.0015302,-130.0,50.5,0.7251903
831d66fffffffff,-131.74551726348443,51.18320131320501,3,12393.43465508816,-132.0,51.5,2.0034513,1.0316656,3.1881566,-132.0,51.5,0.647965
831d68fffffffff,-131.9473507483367,47.75838728164394,3,12393.43465508816,-132.0,47.5,2.8807368,0.19727723,3.5411015,-132.0,47.5,0.2907041
831d69fffffffff,-131.77615599172233,46.820946905121495,3,12393.43465508816,-132.0,46.5,3.049304,-0.011208355,3.6811104,-132.0,46.5,0.26591125
831d6afffffffff,-133.2481414904064,47.99635898725952,3,12393.43465508816,-133.0,47.5,2.9675732,0.39721328,3.5887086,-133.0,47.5,0.29883838
831d6bfffffffff,-133.06388225197205,47.07031149021428,3,12393.43465508816,-133.0,47.5,2.9675732,0.39721328,3.5887086,-133.0,47.5,0.29883838
831d6cfffffffff,-130.79890728508715,48.436634202630216,3,12393.43465508816,-131.0,48.5,2.608567,0.22058421,3.3841648,-131.0,48.5,0.31730932
831d6dfffffffff,-130.63769064713472,47.50158375959246,3,12393.43465508816,-131.0,47.5,2.8022432,0.015010387,3.527582,-131.0,47.5,0.3046561
831d6efffffffff,-132.12224663809124,48.68218176813208,3,12393.43465508816,-132.0,48.5,2.6796002,0.42739692,3.4058747,-132.0,48.5,0.31947687
831d70fffffffff,-134.6839802979922,51.58883188459028,3,12393.43465508816,-135.0,51.5,2.0805411,1.1990637,3.092129,-135.0,51.5,0.39136064
831d71fffffffff,-134.00815733075444,50.69662002801276,3,12393.43465508816,-134.0,50.5,2.370765,1.070882,3.2578268,-134.0,50.5,0.35202664
831d72fffffffff,-136.14298726994022,51.76061096978061,3,12393.43465508816,-136.0,51.5,2.1203508,1.2795286,3.1151469,-136.0,51.5,0.32788026
831d73fffffffff,-135.43763186607433,50.88226600852448,3,12393.43465508816,-135.0,50.5,2.4066064,1.1417319,3.2620091,-135.0,50.5,0.30824044
831d74fffffffff,-133.89227428401156,52.30309672012491,3,12393.43465508816,-134.0,52.5,1.4986429,1.1589797,2.7841578,-134.0,52.5,0.47514033
831d75fffffffff,-133.2175314904615,51.39648587036614,3,12393.43465508816,-133.0,51.5,2.0162146,1.0291997,3.1245308,-133.0,51.5,0.57768404
831d76fffffffff,-135.3903227589198,52.48133695449796,3,12393.43465508816,-135.0,52.5,1.6063066,1.275675,2.8464086,-135.0,52.5,0.44596282
831d80fffffffff,-150.64888162584907,53.7790555972177,3,12393.43465508816,-151.0,53.5,1.5159312,1.2046518,2.8394423,-151.0,53.5,0.42171603
831d81fffffffff,-149.49218688000798,53.2542734633232,3,12393.43465508816,-149.0,53.5,1.5587113,1.3691132,2.898879,-149.0,53.5,0.3734644
831d82fffffffff,-152.22008267533656,53.41968601387625,3,12393.43465508816,-152.0,53.5,1.5156761,1.1085248,2.7912335,-152.0,53.5,0.35980463
831d83fffffffff,-151.03965661825768,52.91262449019653,3,12393.43465508816,-151.0,52.5,1.960915,1.2694054,3.0744686,-151.0,52.5,0.33533087
831d84fffffffff,-150.23538573739344,54.65716314372288,3,12393.43465508816,-150.0,54.5,1.0737438,1.2169433,2.733086,-150.0,54.5,0.5504064
831d85fffffffff,-149.05476778284287,54.11683898329761,3,12393.43465508816,-149.0,54.5,1.0797194,1.2897632,2.7560234,-149.0,54.5,0.46933264
831d86fffffffff,-151.8552066032943,54.30115676478925,3,12393.43465508816,-152.0,54.5,1.0450613,1.0037493,2.626502,-152.0,54.5,0.8225906
831d88fffffffff,-148.81773114736745,51.89189182318853,3,12393.43465508816,-149.0,51.5,2.3538713,1.477891,3.398803,-149.0,51.5,0.3329744
831d89fffffffff,-147.6829102923767,51.35155716113048,3,12393.43465508816,-148.0,51.5,2.3688738,1.5074551,3.4289265,-148.0,51.5,0.31963384
831d8afffffffff,-149.94829369792825,51.45590258608616,3,12393.43465508816,-150.0,51.5,2.3435912,1.4117372,3.3549786,-150.0,51.5,0.31022376
831d8bfffffffff,-148.7928574599796,50.92451840699805,3,12393.43465508816,-149.0,50.5,2.7120886,1.5020279,3.6846142,-149.0,50.5,0.32416105
831d8cfffffffff,-148.38300796680954,52.72788374338828,3,12393.43465508816,-148.0,52.5,2.0146368,1.4649551,3.172733,-148.0,52.5,0.317053
831d8dfffffffff,-147.31925790953184,52.20086766812093,3,12393.43465508816,-147.0,52.5,2.037506,1.4817196,3.1845973,-147.0,52.5,0.31393564
831d8efffffffff,-149.9061760732436,52.40302259410785,3,12393.43465508816,-150.0,52.5,1.9646628,1.3582963,3.109036,-150.0,52.5,0.33770984
831d90fffffffff,-155.0160618213065,53.52382422677609,3,12393.43465508816,-155.0,53.5,1.354465,0.765712,2.6578813,-155.0,53.5,0.65478754
831d92fffffffff,-156.2197594159398,53.0248634169472,3,12393.43465508816,-156.0,53.5,1.2819699,0.65904063,2.5877323,-156.0,53.5,0.5917292
831d93fffffffff,-154.8656305275253,52.53088087304311,3,12393.43465508816,-155.0,52.5,1.8433774,0.9413499,2.916553,-155.0,52.5,0.39456397
831d94fffffffff,-154.72939944710276,54.42169497586346,3,12393.43465508816,-155.0,54.5,0.8389123,0.55087006,2.5075307,-155.0,54.5,0.75122285
831d95fffffffff,-153.44936594401557,53.92310691127823,3,12393.43465508816,-153.0,53.5,1.4896159,0.9970087,2.7583933,-153.0,53.5,0.43000674
831d98fffffffff,-152.29560041551997,51.51764703436274,3,12393.43465508816,-152.0,51.5,2.317264,1.2520832,3.2806659,-152.0,51.5,0.31979185
831d9bfffffffff,-152.2044399158723,50.52665398934738,3,12393.43465508816,-152.0,50.5,2.639895,1.3016832,3.5560286,-152.0,50.5,0.31772923
831d9cfffffffff,-152.39034301956954,52.50374830674868,3,12393.43465508816,-152.0,52.5,1.9484417,1.1848019,3.0417116,-152.0,52.5,0.32763043
831d9dfffffffff,-151.14699986542757,51.98268880505334,3,12393.43465508816,-151.0,51.5,2.3357477,1.3307145,3.3145096,-151.0,51.5,0.30250445
831d9efffffffff,-153.55792874414414,52.028047130728766,3,12393.43465508816,-154.0,52.5,1.8832102,1.0312442,2.9655347,-154.0,52.5,0.35951638
831da0fffffffff,-148.1014494400726,55.87454120169319,3,12393.43465508816,-148.0,55.5,0.55490744,1.365458,2.7247834,-148.0,55.5,0.3801866
831da1fffffffff,-146.92707041966491,55.300179217201176,3,12393.43465508816,-147.0,55.5,0.5528886,1.4100273,2.7038913,-147.0,55.5,0.39701062
831da2fffffffff,-149.797175113226,55.54662039405054,3,12393.43465508816,-150.0,55.5,0.56804204,1.1896838,2.676023,-150.0,55.5,0.81685287
831da4fffffffff,-147.58086092272168,56.768856181531,3,12393.43465508816,-148.0,56.5,0.081160106,1.371009,2.7364197,-148.0,56.5,0.6690955
831da5fffffffff,-146.38385759629335,56.17776380176794,3,12393.43465508816,-146.0,56.5,0.023110673,1.456356,2.6770272,-146.0,56.5,0.3983202
831da6fffffffff,-149.33202187854954,56.44704837507792,3,12393.43465508816,-149.0,56.5,0.09435262,1.2545242,2.7272816,-149.0,56.5,0.8073412
831da8fffffffff,-146.33810070896786,53.873711939394425,3,12393.43465508816,-146.0,53.5,1.6023266,1.4626131,2.93938,-146.0,53.5,0.317212
831da9fffffffff,-145.28447583664268,53.31536433653905,3,12393.43465508816,-145.0,53.5,1.6110985,1.462576,2.9246776,-145.0,53.5,0.31748688
831daafffffffff,-147.92433948317972,53.57482602474221,3,12393.43465508816,-148.0,53.5,1.6008183,1.4244499,2.9395447,-148.0,53.5,0.38686967
831dacfffffffff,-145.80604357782636,54.725127267756825,3,12393.43465508816,-146.0,54.5,1.0832466,1.425875,2.755271,-146.0,54.5,0.31447187
831dadfffffffff,-144.735616177151,54.15043918533146,3,12393.43465508816,-145.0,54.5,1.0629995,1.4360352,2.758736,-145.0,54.5,0.3398107
831daefffffffff,-147.43975520472617,54.432386133479646,3,12393.43465508816,-147.0,54.5,1.089431,1.4137816,2.7682252,-147.0,54.5,0.3283652
831db0fffffffff,-152.75659485988828,55.72808391734177,3,12393.43465508816,-153.0,55.5,0.52325475,0.6220421,2.518715,-153.0,55.5,1.0128441
831db1fffffffff,-151.468539807547,55.19465941325571,3,12393.43465508816,-151.0,55.5,0.55314386,1.0410824,2.6112905,-151.0,55.5,0.733079
831db2fffffffff,-154.4252270641666,55.33253709746975,3,12393.43465508816,-154.0,55.5,0.4276814,0.42600915,2.5153546,-154.0,55.5,0.9857503
831db3fffffffff,-153.1132852286323,54.81940720819065,3,12393.43465508816,-153.0,54.5,1.0123411,0.85405755,2.5824862,-153.0,54.5,0.873343
831db4fffffffff,-152.37736946574208,56.64881890648493,3,12393.43465508816,-152.0,56.5,0.11392678,0.76115215,2.5046995,-152.0,56.5,1.2026886
831db5fffffffff,-151.0581087655756,56.09987130088406,3,12393.43465508816,-151.0,56.5,0.05955547,0.9968725,2.6214733,-151.0,56.5,0.78398305
831db6fffffffff,-154.10190863500867,56.256083708006265,3,12393.43465508816,-154.0,56.5,,,,-154.0,56.5,
831e00fffffffff,18.30304448063796,48.758349723584445,3,12393.43465508816,18.0,48.5,,,,18.0,48.5,
831e01fffffffff,19.975815054268303,48.77627751891033,3,12393.43465508816,20.0,48.5,,,,20.0,48.5,
831e02fffffffff,17.481333459143315,47.8403522917216,3,12393.43465508816,17.0,47.5,,,,17.0,47.5,
831e03fffffffff,19.131530425994423,47.86928978868355,3,12393.43465508816,19.0,47.5,,,,19.0,47.5,
831e04fffffffff,17.456080214745704,49.629904423022616,3,12393.43465508816,17.0,49.5,,,,17.0,49.5,
831e05fffffffff,19.146274738974963,49.66089368331667,3,12393.43465508816,19.0,49.5,,,,19.0,49.5,
831e06fffffffff,16.63660247419557,48.71637849546432,3,12393.43465508816,17.0,48.5,,,,17.0,48.5,
831e08fffffffff,22.44362911900284,47.85598025023773,3,12393.43465508816,22.0,47.5,,,,22.0,47.5,
831e09fffffffff,24.10001384292653,47.81355184016017,3,12393.43465508816,24.0,47.5,,,,24.0,47.5,
831e0bfffffffff,23.21649519181316,46.92591852346077,3,12393.43465508816,23.0,46.5,,,,23.0,46.5,
831e0cfffffffff,21.65208726100053,48.76995457027162,3,12393.43465508816,22.0,48.5,,,,22.0,48.5,
831e0dfffffffff,23.32899842293958,48.73928864926557,3,12393.43465508816,23.0,48.5,,,,23.0,48.5,
831e0efffffffff,20.786545033116735,47.87454815434006,3,12393.43465508816,21.0,47.5,,,,21.0,47.5,
831e10fffffffff,15.061696282231404,46.84548643153596,3,12393.43465508816,15.0,46.5,,,,15.0,46.5,
831e11fffffffff,16.68065362434201,46.90762240677471,3,12393.43465508816,17.0,46.5,,,,17.0,46.5,
831e12fffffffff,14.305185224013591,45.88963067513116,3,12393.43465508816,14.0,45.5,,,,14.0,45.5,
831e13fffffffff,15.900508713032622,45.960919083952064,3,12393.43465508816,16.0,45.5,,,,16.0,45.5,
831e14fffffffff,14.20611990248898,47.7125778177104,3,12393.43465508816,14.0,47.5,,,,14.0,47.5,
831e15fffffffff,15.838654452763656,47.787993430635886,3,12393.43465508816,16.0,47.5,,,,16.0,47.5,
831e16fffffffff,13.453834100640194,46.76098231241795,3,12393.43465508816,13.0,46.5,,,,13.0,46.5,
831e18fffffffff,19.11746859318872,46.03683786927443,3,12393.43465508816,19.0,46.5,,,,19.0,46.5,
831e19fffffffff,20.73413679814752,46.04087635245688,3,12393.43465508816,21.0,46.5,,,,21.0,46.5,
831e1afffffffff,18.313145987090188,45.09601880751127,3,12393.43465508816,18.0,45.5,,,,18.0,45.5,
831e1bfffffffff,19.909343896824492,45.11052228232544,3,12393.43465508816,20.0,45.5,,,,20.0,45.5,
831e1cfffffffff,18.308213404678213,46.946984505940165,3,12393.43465508816,18.0,46.5,,,,18.0,46.5,
831e1dfffffffff,19.94180098258381,46.96326856959468,3,12393.43465508816,20.0,46.5,,,,20.0,46.5,
831e20fffffffff,17.429573461710916,51.376729830720215,3,12393.43465508816,17.0,51.5,,,,17.0,51.5,
831e21fffffffff,19.161752451207917,51.40961705163096,3,12393.43465508816,19.0,51.5,,,,19.0,51.5,
831e22fffffffff,16.590395145967108,50.48345618999341,3,12393.43465508816,17.0,50.5,,,,17.0,50.5,
831e23fffffffff,18.29762181188493,50.527871222932255,3,12393.43465508816,18.0,50.5,,,,18.0,50.5,
831e24fffffffff,16.54186942472796,52.20703383133618,3,12393.43465508816,17.0,52.5,,,,17.0,52.5,
831e25fffffffff,18.291926243708527,52.253726657908615,3,12393.43465508816,18.0,52.5,,,,18.0,52.5,
831e26fffffffff,15.70577014828227,51.31855322560728,3,12393.43465508816,16.0,51.5,,,,16.0,51.5,
831e28fffffffff,21.72899173091741,50.54153346852888,3,12393.43465508816,22.0,50.5,,,,22.0,50.5,
831e29fffffffff,23.447015084068116,50.51047030788888,3,12393.43465508816,23.0,50.5,,,,23.0,50.5,
831e2afffffffff,20.841497689824205,49.66724572610271,3,12393.43465508816,21.0,49.5,,,,21.0,49.5,
831e2bfffffffff,22.53879546491736,49.64880770452506,3,12393.43465508816,23.0,49.5,,,,23.0,49.5,
831e2cfffffffff,20.89918456703976,51.41693363310165,3,12393.43465508816,21.0,51.5,,,,21.0,51.5,
831e2dfffffffff,22.638689788185125,51.39852157005786,3,12393.43465508816,23.0,51.5,,,,23.0,51.5,
831e2efffffffff,20.01150087361804,50.54730228873642,3,12393.43465508816,20.0,50.5,,,,20.0,50.5,
831e30fffffffff,14.10229966895383,49.49520581246236,3,12393.43465508816,14.0,49.5,,,,14.0,49.5,
831e31fffffffff,15.773815337840402,49.5745476336215,3,12393.43465508816,16.0,49.5,,,,16.0,49.5,
831e32fffffffff,13.333665040485675,48.56169008796303,3,12393.43465508816,13.0,48.5,,,,13.0,48.5,
831e33fffffffff,14.979251934610357,48.65068309679881,3,12393.43465508816,15.0,48.5,,,,15.0,48.5,
831e34fffffffff,13.20767810427716,50.32112364507279,3,12393.43465508816,13.0,50.5,,,,13.0,50.5,
831e35fffffffff,14.892790833712416,50.41439125253731,3,12393.43465508816,15.0,50.5,,,,15.0,50.5,
831e36fffffffff,12.444243906023116,49.39236871404415,3,12393.43465508816,12.0,49.5,,,,12.0,49.5,
831e40fffffffff,29.986161805004027,48.37541723902849,3,12393.43465508816,30.0,48.5,,,,30.0,48.5,
831e41fffffffff,31.62410902365645,48.22569483458417,3,12393.43465508816,32.0,48.5,,,,32.0,48.5,
831e42fffffffff,29.03755254779131,47.54445822827061,3,12393.43465508816,29.0,47.5,,,,29.0,47.5,
831e43fffffffff,30.6639981170794,47.408494557410215,3,12393.43465508816,31.0,47.5,,,,31.0,47.5,
831e44fffffffff,29.289554179122053,49.32827353534676,3,12393.43465508816,29.0,49.5,,,,29.0,49.5,
831e45fffffffff,30.953242031500565,49.187753556939256,3,12393.43465508816,31.0,49.5,,,,31.0,49.5,
831e46fffffffff,28.335016269747964,48.502057288621245,3,12393.43465508816,28.0,48.5,,,,28.0,48.5,
831e48fffffffff,33.872833135376176,47.07006454524443,3,12393.43465508816,34.0,47.5,,,,34.0,47.5,
831e49fffffffff,35.45068887848334,46.86889232625717,3,12393.43465508816,35.0,46.5,,,,35.0,46.5,
831e4afffffffff,32.91111788844345,46.26185618903766,3,12393.43465508816,33.0,46.5,,,,33.0,46.5,
831e4bfffffffff,34.48187130298456,46.07450902544822,3,12393.43465508816,34.0,46.5,,,,34.0,46.5,
831e4cfffffffff,33.246374407333626,48.053463328119406,3,12393.43465508816,33.0,48.5,,,,33.0,48.5,
831e4dfffffffff,34.850622035901175,47.85938863548117,3,12393.43465508816,35.0,47.5,,,,35.0,47.5,
831e4efffffffff,32.27653851630769,47.2501620827552,3,12393.43465508816,32.0,47.5,,,,32.0,47.5,
831e50fffffffff,26.48343278347068,46.79530010698711,3,12393.43465508816,26.0,46.5,,,,26.0,46.5,
831e51fffffffff,28.107395288100676,46.69541068035111,3,12393.43465508816,28.0,46.5,,,,28.0,46.5,
831e52fffffffff,25.58617260188016,45.91594283559729,3,12393.43465508816,26.0,45.5,,,,26.0,45.5,
831e53fffffffff,27.195632888680297,45.8288587611369,3,12393.43465508816,27.0,45.5,,,,27.0,45.5,
831e54fffffffff,25.7529373611646,47.7473422871518,3,12393.43465508816,26.0,47.5,,,,26.0,47.5,
831e55fffffffff,27.39967232894784,47.65754365331578,3,12393.43465508816,27.0,47.5,,,,27.0,47.5,
831e56fffffffff,24.852262948771408,46.87221602489659,3,12393.43465508816,25.0,46.5,,,,25.0,46.5,
831e58fffffffff,30.387721429372576,45.58807577320125,3,12393.43465508816,30.0,45.5,,,,30.0,45.5,
831e59fffffffff,31.965611683456345,45.435242945776686,3,12393.43465508816,32.0,45.5,,,,32.0,45.5,
831e5afffffffff,29.46884941923664,44.73037338594017,3,12393.43465508816,29.0,44.5,,,,29.0,44.5,
831e5bfffffffff,31.03641008668192,44.59075684538332,3,12393.43465508816,31.0,44.5,-0.17209694,-0.5777721,1.6923895,31.0,44.5,0.5928898
831e5cfffffffff,29.72161023659901,46.572893246692914,3,12393.43465508816,30.0,46.5,,,,30.0,46.5,
831e5dfffffffff,31.323629510150106,46.42819442241112,3,12393.43465508816,31.0,46.5,,,,31.0,46.5,
831e5efffffffff,28.7969549416356,45.71944137260058,3,12393.43465508816,29.0,45.5,,,,29.0,45.5,
831e61fffffffff,31.256372211230865,50.92378946234474,3,12393.43465508816,31.0,50.5,,,,31.0,50.5,
831e62fffffffff,28.573599256544963,50.2664125583855,3,12393.43465508816,29.0,50.5,,,,29.0,50.5,
831e63fffffffff,30.263336733115803,50.13567399908656,3,12393.43465508816,30.0,50.5,,,,30.0,50.5,
831e64fffffffff,28.82394676027077,51.98662986804162,3,12393.43465508816,29.0,51.5,,,,29.0,51.5,
831e65fffffffff,30.55404665446593,51.85181035339537,3,12393.43465508816,31.0,51.5,,,,31.0,51.5,
831e66fffffffff,27.83771280360412,51.18922199364172,3,12393.43465508816,28.0,51.5,,,,28.0,51.5,
831e68fffffffff,33.59725801661706,49.80294598466496,3,12393.43465508816,34.0,49.5,,,,34.0,49.5,
831e69fffffffff,35.236321037066425,49.602264637042886,3,12393.43465508816,35.0,49.5,,,,35.0,49.5,
831e6bfffffffff,34.23302170651341,48.83763471363383,3,12393.43465508816,34.0,48.5,,,,34.0,48.5,
831e6cfffffffff,32.942681407242304,50.754672537475805,3,12393.43465508816,33.0,50.5,,,,33.0,50.5,
831e6dfffffffff,34.6100648507459,50.562151342960505,3,12393.43465508816,35.0,50.5,,,,35.0,50.5,
831e6efffffffff,31.93877085910658,49.98098324848896,3,12393.43465508816,32.0,49.5,,,,32.0,49.5,
831e70fffffffff,25.927723529598776,49.53754694084407,3,12393.43465508816,26.0,49.5,,,,26.0,49.5,
831e71fffffffff,27.61346241668437,49.44501568332765,3,12393.43465508816,28.0,49.5,,,,28.0,49.5,
831e72fffffffff,25.003679315755026,48.68430412857583,3,12393.43465508816,25.0,48.5,,,,25.0,48.5,
831e73fffffffff,26.67328353301161,48.6051418417669,3,12393.43465508816,27.0,48.5,,,,27.0,48.5,
831e74fffffffff,25.162485907176244,50.45414138558766,3,12393.43465508816,25.0,50.5,,,,25.0,50.5,
831e75fffffffff,26.872346574704363,50.37269808250483,3,12393.43465508816,27.0,50.5,,,,27.0,50.5,
831e76fffffffff,24.235192712280192,49.60554600709423,3,12393.43465508816,24.0,49.5,,,,24.0,49.5,
831e80fffffffff,12.97521747519252,42.05079068484173,3,12393.43465508816,13.0,42.5,,,,13.0,42.5,
831e81fffffffff,14.490298470884053,42.13297816987824,3,12393.43465508816,14.0,42.5,,,,14.0,42.5,
831e82fffffffff,12.290199437388774,41.046814709541536,3,12393.43465508816,12.0,41.5,,,,12.0,41.5,
831e83fffffffff,13.783194217365663,41.13563513788992,3,12393.43465508816,14.0,41.5,,,,14.0,41.5,
831e84fffffffff,12.1529151114832,42.950207290194,3,12393.43465508816,12.0,42.5,,,,12.0,42.5,
831e85fffffffff,13.678255706952108,43.04509565135838,3,12393.43465508816,14.0,43.5,,,,14.0,43.5,
831e86fffffffff,11.472789639822157,41.94934646938549,3,12393.43465508816,11.0,41.5,,,,11.0,41.5,
831e88fffffffff,16.801280064516853,41.25581020000331,3,12393.43465508816,17.0,41.5,,,,17.0,41.5,
831e89fffffffff,18.322364130051778,41.28640145798375,3,12393.43465508816,18.0,41.5,,,,18.0,41.5,
831e8afffffffff,16.070089161373023,40.263190246746845,3,12393.43465508816,16.0,40.5,,,,16.0,40.5,
831e8bfffffffff,17.571435895283066,40.30185975469851,3,12393.43465508816,18.0,40.5,,,,18.0,40.5,
831e8cfffffffff,16.016050325523125,42.1954341047472,3,12393.43465508816,16.0,42.5,,,,16.0,42.5,
